"","gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score","mod"
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization",0.064,"CTTN,EPS8,F2RL1,IQGAP2,NCK2,PIK3R1,PIK3R2,RHPN2,SDC4",9,10,6.32,9,-3,-0.43714487902581,"magenta"
"GO:0007160","GO:0007160","cell-matrix adhesion",0.064,"CORO1C,CTTN,ITGA6,ITGB4,JAG1,JUP,PIK3R1,SDC4,SRF",9,10,6.32,9,-3,-0.427133121720882,"magenta"
"GO:0034329","GO:0034329","cell junction assembly",0.069,"CDH17,CLDN3,CORO1C,CTTN,EPHA2,ITGA6,ITGB4,JUP,LSR,MPP7,PDCD6IP,PKP2,SDC4,SRF",14,17,10.74,14,-3.74165738677394,-0.448619766424551,"magenta"
"GO:0031589","GO:0031589","cell-substrate adhesion",0.082,"CORO1C,CTTN,GCNT2,ITGA6,ITGB4,JAG1,JUP,PIK3R1,PKP2,SDC4,SRF",11,13,8.21,11,-3.3166247903554,-0.434303100561339,"magenta"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process",0.093,"ADIPOR1,ATP1A1,BMP2,CTTN,EZR,F2RL1,GCNT2,IFNGR1,IL1R1,JAG1,JUP,KLF4,NCK2,P2RY2,PAK4,PDGFC,PELI1,PIK3R1,SHB,SOX13,SPINT1,SRF,TAPT1,TIAM2",24,32,20.21,24,-4.89897948556636,-0.549824689261019,"magenta"
"GO:0043087","GO:0043087","regulation of GTPase activity",0.095,"ADAP1,ARHGAP42,ASAP1,CORO1C,DOCK9,EPHA2,F2RL1,IQGAP2,ITGA6,NGEF,RALGDS,TBC1D10B,TIAM2",13,16,10.11,13,-3.60555127546399,-0.512414674243844,"magenta"
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II",0.095,"BACH1,BMP2,CRY2,ETV5,EZR,KLF4,LRRFIP1,MXD1,MXI1,NCK2,NR2F2,SOX13,SREBF2",13,16,10.11,13,-3.60555127546399,-0.592002451858968,"magenta"
"GO:0046649","GO:0046649","lymphocyte activation",0.095,"CDH17,F2RL1,KLF6,LRRC8A,NCK2,NCSTN,PELI1,PIK3R1,PIK3R2,SDC4,SHB,SOX13,SRF",13,16,10.11,13,-3.60555127546399,-0.487107801288285,"magenta"
"GO:0001775","GO:0001775","cell activation",0.104,"CDH17,F2RL1,IFNGR1,KLF6,LRRC8A,NCK2,NCSTN,NDRG1,PELI1,PIK3R1,PIK3R2,SDC4,SHB,SOX13,SRF",15,19,12,15,-3.87298334620742,-0.496219059491938,"magenta"
"GO:0030031","GO:0030031","cell projection assembly",0.104,"ASAP1,CORO1C,CTTN,EMP1,EPHA2,EPS8,EPS8L3,EZR,F2RL1,FAM110C,ITGB4,NCK2,PIK3R1,SRF,TAPT1",15,19,12,15,-3.87298334620742,-0.502339794732764,"magenta"
"GO:0001568","GO:0001568","blood vessel development",0.116,"ADGRB2,EPHA2,JAG1,JUP,KLF4,NR2F2,PAK4,SHB,SPINT1,SRF",10,12,7.58,10,-3.16227766016838,-0.510813217935254,"magenta"
"GO:0042110","GO:0042110","T cell activation",0.116,"F2RL1,NCK2,NCSTN,PELI1,PIK3R1,PIK3R2,SDC4,SHB,SOX13,SRF",10,12,7.58,10,-3.16227766016838,-0.465780141909577,"magenta"
"GO:0001944","GO:0001944","vasculature development",0.116,"ADGRB2,EPHA2,JAG1,JUP,KLF4,NR2F2,PAK4,SHB,SPINT1,SRF",10,12,7.58,10,-3.16227766016838,-0.510813217935254,"magenta"
"GO:0051046","GO:0051046","regulation of secretion",0.116,"BMP2,CDK16,CRY2,EZR,F2RL1,LRRC8A,NRG1,P2RY2,PDCD6IP,SDC4",10,12,7.58,10,-3.16227766016838,-0.600407149325692,"magenta"
"GO:0044087","GO:0044087","regulation of cellular component biogenesis",0.117,"CDH17,CLDN3,CORO1C,CTTN,EPHA2,EPS8,EPS8L3,EZR,F2RL1,FAM110C,GPSM2,MPP7,NCK2,NRG1,PDCD6IP,PIK3R1,PIK3R2,RHPN2,SDC4,SRF,TAPT1",21,28,17.68,21,-4.58257569495584,-0.480639741834905,"magenta"
"GO:0006357","GO:0006357","regulation of transcription by RNA polymerase II",0.119,"BACH1,BMP2,CRY2,CSRNP1,ELF1,EPC2,ETV5,EZR,F2RL1,FOSL2,ITGA6,JAG1,JUP,KLF4,KLF6,LRRFIP1,MXD1,MXI1,NCK2,NR2F2,PIK3R1,PIK3R2,RBBP8,SOX13,SREBF2,SRF,ZSCAN22",27,37,23.37,27,-5.19615242270663,-0.554669612142897,"magenta"
"GO:0043547","GO:0043547","positive regulation of GTPase activity",0.129,"ADAP1,ARHGAP42,ASAP1,CORO1C,DOCK9,EPHA2,F2RL1,ITGA6,NGEF,RALGDS,TBC1D10B,TIAM2",12,15,9.47,12,-3.46410161513775,-0.523584711043847,"magenta"
"GO:0032970","GO:0032970","regulation of actin filament-based process",0.129,"CTTN,DSC2,EPS8,F2RL1,IQGAP2,JUP,NCK2,PIK3R1,PIK3R2,PKP2,RHPN2,SDC4",12,15,9.47,12,-3.46410161513775,-0.456644688730453,"magenta"
"GO:0023052","GO:0023052","signaling",0.137,"ADAP1,ADGRB2,ADIPOR1,AMER3,ARHGAP21,ARHGAP42,BMP2,CANT1,CDH17,CDK16,CORO1C,CRY2,CSRNP1,CTTN,CUL1,DOCK9,ELF1,EPHA2,EPS8,EPS8L3,EZR,F2RL1,FAM110C,GCNT2,GPSM2,GSDME,IFNGR1,IL1R1,IQGAP2,ITGA6,ITGB4,JAG1,JUP,KLF4,LRRC8A,MACO1,MAP2K3,MPP2,NCK2,NCSTN,NDRG1,NGEF,NPC1,NR2F2,NRG1,P2RY2,PAK4,PDGFC,PELI1,PERP,PIK3R1,PIK3R2,PKP2,PPP1R2,PPP4R1,RALGDS,RBBP8,RHPN2,RNF152,SHB,SOX13,SREBF2,SRF,TAPT1,TIAM2,TRIM25,ULK2,VASN,WSB2,ZWILCH",70,104,65.68,70,-8.36660026534076,-0.506818940060435,"magenta"
"GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly",0.137,"ASAP1,CORO1C,CTTN,EMP1,EPHA2,EPS8,EPS8L3,EZR,F2RL1,ITGB4,NCK2,PIK3R1,SRF,TAPT1",14,18,11.37,14,-3.74165738677394,-0.512510209193113,"magenta"
