"","gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score","mod"
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II",0.01078,"BATF3,BIN1,CBX4,HCLS1,HDAC9,IRF8,MEF2C,PARP1,RFX5,RUNX3,SEMA4D,SLA2,STAT1,TFEC,TNF,ZBTB32,ZNF296",17,17,13.1,17,4.12310562561766,0.819002373203019,"red"
"GO:0050863","GO:0050863","regulation of T cell activation",0.01348,"CARD11,CCDC88B,CCL5,CD2,CD27,CD3E,CD4,CD5,CD74,CD83,EBI3,HLA-DOA,HLA-DPA1,ICOSLG,IL23R,IL2RG,IRF1,IRF4,KLRK1,LAG3,LAPTM5,LAT,LAX1,LYN,NCKAP1L,NFKBIZ,PIK3R6,PLA2G2D,PLA2G5,PTPN22,RASAL3,RHOH,RIPOR2,RUNX3,SASH3,SIRPA,SIT1,SOCS1,SPN,SYK,THY1,TMIGD2,TNFRSF14,TNFRSF9,TSPAN32,VAV1,VCAM1,ZAP70,ZC3H12A",49,55,42.38,49,7,1.18947787650967,"red"
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion",0.01415,"CD74,IRF1,LAG3,LAPTM5,LAX1,NCKAP1L,PLA2G2D,PLA2G5,PTPN22,RIPOR2,RUNX3,SOCS1,SPN,TNFRSF14,TSPAN32,ZC3H12A",16,16,12.33,16,4,1.14821334912466,"red"
"GO:0050868","GO:0050868","negative regulation of T cell activation",0.01415,"CD74,IRF1,LAG3,LAPTM5,LAX1,NCKAP1L,PLA2G2D,PLA2G5,PTPN22,RIPOR2,RUNX3,SOCS1,SPN,TNFRSF14,TSPAN32,ZC3H12A",16,16,12.33,16,4,1.14821334912466,"red"
"GO:0030098","GO:0030098","lymphocyte differentiation",0.01609,"BTK,CARD11,CCR6,CD19,CD2,CD27,CD3D,CD3E,CD3G,CD4,CD74,CD79A,CD83,CD8A,CR2,DOCK10,FLT3,GPR18,GPR183,HDAC9,HLA-DOA,IKZF1,IKZF3,IL23R,IL2RG,IRF1,IRF4,IRF8,ITGA4,LAG3,LYL1,MS4A1,NCKAP1L,NFKBIZ,PIK3CD,PIK3R6,PLA2G2D,PLCG2,POU2AF1,PTPN22,RHOH,RUNX3,SASH3,SEMA4A,SFRP1,SLAMF6,SLAMF8,SOCS1,SPN,SYK,TCIRG1,TLR9,TNFRSF9,VAV1,VCAM1,ZAP70,ZC3H12A",57,65,50.08,57,7.54983443527075,1.26611182755755,"red"
"GO:0045123","GO:0045123","cellular extravasation",0.01857,"ICAM1,IL27RA,ITGA4,ITGAL,ITGB7,PIK3CD,PIK3CG,RIPOR2,SELL,SELPLG,SIRPA,SPN,THY1,TNF,VCAM1",15,15,11.56,15,3.87298334620742,0.974065054753364,"red"
"GO:0030183","GO:0030183","B cell differentiation",0.02042,"BTK,CARD11,CD19,CD27,CD79A,CR2,DOCK10,FLT3,GPR183,HDAC9,IKZF3,IL2RG,IRF8,ITGA4,LYL1,MS4A1,NCKAP1L,NFKBIZ,PIK3CD,PLCG2,POU2AF1,SFRP1,SLAMF8,SYK,TCIRG1,TLR9,VCAM1",27,29,22.34,27,5.19615242270663,1.21076331062804,"red"
"GO:0072678","GO:0072678","T cell migration",0.02435,"CCL5,CCR6,GPR183,IL27RA,ITGA4,ITGAL,ITGB7,MYO1G,PIK3CD,PIK3CG,RIPOR2,SPN,TNFRSF14,ZAP70",14,14,10.79,14,3.74165738677394,1.04204433118355,"red"
"GO:0002443","GO:0002443","leukocyte mediated immunity",0.02471,"BTK,CCR6,CD19,CD2,CD27,CD74,CD84,CD8A,CD96,CLU,CR2,CTSH,DNASE1L3,FCER2,GZMB,HLA-DOA,HLA-DPA1,ICAM1,IL21R,IL23R,IL27RA,KLRK1,LAG3,LAT,LYN,MILR1,MYO1G,NCKAP1L,NFKBIZ,NKG7,PIK3CD,PIK3CG,PIK3R6,PLCG2,RFTN1,SASH3,SLA2,SLAMF6,SLAMF7,STAP1,SWAP70,SYK,TAP2,TCIRG1,TLR8,TLR9,TNF,TNFSF13,VAV1,WAS",50,57,43.92,50,7.07106781186547,1.2179875355407,"red"
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation",0.02525,"BTK,CARD11,CD2,CD27,CD74,CD83,HLA-DOA,IKZF3,IL23R,IL2RG,IRF1,IRF4,LAG3,NCKAP1L,NFKBIZ,PIK3R6,RHOH,RUNX3,SASH3,SFRP1,SLAMF8,SOCS1,SYK,TLR9,ZAP70,ZC3H12A",26,28,21.57,26,5.09901951359279,1.17076479290893,"red"
"GO:0070663","GO:0070663","regulation of leukocyte proliferation",0.02576,"BTK,CARD11,CCDC88B,CCL5,CD3E,CD74,CNN2,EBI3,GPR183,HLA-DPA1,ICOSLG,IKZF3,IL23R,IRF1,LYN,MEF2C,MZB1,NCKAP1L,PLA2G2D,PLA2G5,PTPN22,RASAL3,RASSF5,SASH3,SPN,ST6GAL1,SYK,TLR9,TMIGD2,TNFRSF13B,TNFRSF14,TNFRSF4,TNFRSF9,TSPAN32,VCAM1,ZAP70",36,40,30.82,36,6,1.14598551045465,"red"
"GO:0006955","GO:0006955","immune response",0.02629,"ADCY7,ADGRE1,APBB1IP,BLK,BTK,CARD11,CASP1,CCL5,CCR6,CD180,CD19,CD2,CD247,CD27,CD3D,CD3E,CD3G,CD4,CD7,CD74,CD79A,CD83,CD84,CD8A,CD96,CLU,CR2,CTSH,CTSW,CXCL9,CXCR5,CYBB,DNASE1L3,DOCK10,EBI3,ERAP1,FCAMR,FCER2,GBP1,GBP4,GBP5,GBP6,GPR183,GZMA,GZMB,HLA-DOA,HLA-DPA1,ICAM1,ICOSLG,IGHV2-5,IGKC,IGKV1-27,IGKV1D-43,IGKV2-28,IGKV2-30,IGKV5-2,IGLL1,IGLV2-11,IGLV3-9,IGLV4-69,IGLV5-45,IL16,IL21R,IL23R,IL27RA,IL2RG,IRF1,IRF4,IRF5,IRF8,ITGAD,ITGAL,KLHL6,KLRK1,LAG3,LAPTM5,LAT,LAX1,LCP2,LILRA5,LPXN,LTB,LY86,LYN,MEF2C,MEFV,MILR1,MPEG1,MS4A1,MYO1G,NCKAP1L,NFKBIZ,NKG7,NLRC3,NLRC5,NRROS,NUB1,PARP1,PARP14,PDCD1,PIGR,PIK3AP1,PIK3CD,PIK3CG,PIK3R6,PLA2G2D,PLA2G5,PLCG2,PLD4,POU2AF1,PSMB10,PTPN22,PVRIG,RFTN1,RNASE6,S1PR4,SASH3,SEMA4A,SEMA4D,SH2B2,SIPA1,SIRPA,SIT1,SKAP1,SLA2,SLAMF6,SLAMF7,SLAMF8,SPN,ST6GAL1,STAP1,STAT1,SWAP70,SYK,TAP1,TAP2,TCIRG1,TEC,THY1,TLR8,TLR9,TMIGD2,TNF,TNFRSF13B,TNFRSF14,TNFRSF4,TNFSF10,TNFSF13,TRGV8,UBD,VAV1,VPREB3,WAS,ZAP70,ZBP1,ZC3H12A",156,191,147.16,156,12.4899959967968,1.23256800262442,"red"
"GO:0042110","GO:0042110","T cell activation",0.02667,"APBB1IP,CARD11,CCDC88B,CCL5,CCR6,CD2,CD247,CD27,CD3D,CD3E,CD3G,CD4,CD5,CD7,CD74,CD83,CD84,CD8A,EBI3,GPR18,GPR183,HLA-DOA,HLA-DPA1,HSH2D,ICAM1,ICOSLG,IKZF3,IL23R,IL2RG,IRF1,IRF4,ITGAL,KLRK1,LAG3,LAPTM5,LAT,LAX1,LYN,NCKAP1L,NFKBIZ,NKG7,NLRC3,PIK3CD,PIK3CG,PIK3R6,PLA2G2D,PLA2G5,PSMB10,PTPN22,RASAL3,RHOH,RIPOR2,RUNX3,SASH3,SEMA4A,SH2D2A,SIRPA,SIT1,SLA2,SLAMF6,SLAMF7,SOCS1,SPN,SYK,TCIRG1,THY1,TMIGD2,TNFRSF14,TNFRSF4,TNFRSF9,TSPAN32,VAV1,VCAM1,WAS,WDFY4,ZAP70,ZC3H12A",77,86,66.26,77,8.77496438739212,1.15557511434437,"red"
"GO:0050867","GO:0050867","positive regulation of cell activation",0.02706,"BTK,CARD11,CCDC88B,CCL5,CD2,CD27,CD3E,CD4,CD5,CD74,CD83,EBI3,GPR183,HLA-DOA,HLA-DPA1,ICOSLG,IL23R,IL2RG,KLRK1,LILRA5,LYN,MEF2C,NCKAP1L,NFKBIZ,PIK3R6,PTPN22,RASAL3,RHOH,RUNX3,SASH3,SH3KBP1,SIRPA,SOCS1,STAP1,SYK,THY1,TLR9,TMIGD2,TNF,TNFRSF14,TNFRSF4,TNFSF13,VAV1,VCAM1,ZAP70",45,51,39.3,45,6.70820393249937,1.13270467587577,"red"
"GO:0034341","GO:0034341","response to type II interferon",0.02756,"CASP1,CCL5,CD74,GBP1,GBP4,GBP5,GBP6,HLA-DPA1,IL23R,IRF1,IRF8,MEFV,NLRC5,NUB1,PARP14,SIRPA,STAT1,TNF,UBD,WAS",20,21,16.18,20,4.47213595499958,1.38676982669591,"red"
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation",0.03095,"BTK,CARD11,CCDC88B,CCL5,CD3E,CD74,EBI3,GPR183,HLA-DPA1,ICOSLG,IKZF3,IL23R,IRF1,LYN,MEF2C,MZB1,NCKAP1L,PLA2G2D,PLA2G5,PTPN22,RASAL3,RASSF5,SASH3,SPN,ST6GAL1,SYK,TLR9,TMIGD2,TNFRSF13B,TNFRSF14,TNFRSF4,TNFRSF9,TSPAN32,VCAM1,ZAP70",35,39,30.05,35,5.91607978309962,1.16415823382155,"red"
"GO:0010721","GO:0010721","negative regulation of cell development",0.0319,"CD74,GPR55,IRF1,LAG3,LYN,RUNX3,SEMA4A,SEMA4D,SFRP1,SOCS1,THY1,TNF,ZC3H12A",13,13,10.02,13,3.60555127546399,1.13466629144993,"red"
"GO:0002696","GO:0002696","positive regulation of leukocyte activation",0.03199,"BTK,CARD11,CCDC88B,CCL5,CD2,CD27,CD3E,CD4,CD5,CD74,CD83,EBI3,GPR183,HLA-DOA,HLA-DPA1,ICOSLG,IL23R,IL2RG,KLRK1,LYN,MEF2C,NCKAP1L,NFKBIZ,PIK3R6,PTPN22,RASAL3,RHOH,RUNX3,SASH3,SH3KBP1,SIRPA,SOCS1,STAP1,SYK,THY1,TLR9,TMIGD2,TNF,TNFRSF14,TNFRSF4,TNFSF13,VAV1,VCAM1,ZAP70",44,50,38.52,44,6.6332495807108,1.13903811679263,"red"
"GO:0042127","GO:0042127","regulation of cell population proliferation",0.03265,"AVPR2,BTK,CARD11,CCDC88B,CCL5,CD3E,CD74,CHST11,CIAO1,CLU,CNN2,CTSH,CXCL9,EAF2,EBI3,FLT3,GPR183,HCLS1,HLA-DPA1,ICOSLG,IKZF3,IL23R,IRF1,ITGA4,ITGAX,LBH,LYN,MEF2C,MZB1,NCKAP1L,NLRC3,PARP10,PIK3CD,PLA2G2D,PLA2G5,PPP1R16B,PTPN22,RASAL3,RASSF5,RUNX3,S1PR2,SASH3,SFRP1,SPN,ST6GAL1,STAT1,STAT4,SYK,TCIRG1,TESC,TLR9,TMIGD2,TNF,TNFRSF13B,TNFRSF14,TNFRSF4,TNFRSF9,TNFSF13,TSPAN32,VCAM1,ZAP70",61,71,54.7,61,7.81024967590665,1.08896858196404,"red"
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation",0.0347,"BTK,CD27,CD4,CD74,CD83,HCLS1,IL23R,IL2RG,NCKAP1L,NFKBIZ,PIK3R6,RHOH,RUNX3,SASH3,SOCS1,SYK,TESC,TNF,ZAP70",19,20,15.41,19,4.35889894354067,1.17507287473437,"red"
