"","gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score","mod"
"GO:0032675","GO:0032675","regulation of interleukin-6 production",0.00042,"AIF1,ARRB1,CAPN2,CD47,CSK,GAS6,IFIH1,IL1B,LGALS9,LILRA5,NLRX1,ORM1,SIRPA,TLR6",14,20,6.28,14,3.74165738677394,0.897442434506609,"blue"
"GO:0001818","GO:0001818","negative regulation of cytokine production",0.00079,"ARRB1,BCL3,CSK,DHX58,GAS6,GATA6,GBP1,IGF1,LGALS9,LILRA5,LRRC32,MEFV,NAV3,NLRX1,NMI,ORM1,RARA,RNF125,SIRPA,TLR6",20,34,10.68,20,4.47213595499958,0.88661966656606,"blue"
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process",0.00089,"BGN,CHST7,DSE,GLB1,GUSB,HEXB,IL1B,ITIH1,ITIH4,SMPD3,ST3GAL2,ST3GAL4,STAB2,XYLT2",14,21,6.6,14,3.74165738677394,0.636211559318342,"blue"
"GO:0002262","GO:0002262","myeloid cell homeostasis",0.00089,"ADAR,CITED2,CSF1,ETS1,GATA2,ID2,ISG15,ITPKB,JAK2,JAM3,LYN,PDE4B,SFXN1,STAT1",14,21,6.6,14,3.74165738677394,0.719005383712589,"blue"
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation",0.00094,"GAS6,IHH,ITPKB,LGALS9,MMP14,NFKBIZ,RARA,SMARCB1,SMARCD3,XRCC6",10,13,4.08,10,3.16227766016838,0.659890129567375,"blue"
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production",0.00095,"BCL3,CD47,FZD5,GAS6,HSPB1,IFIH1,IGF1,JAK2,LGALS9,LILRA5,ORM1,RARA,SIRPA",13,19,5.97,13,3.60555127546399,0.880720896763702,"blue"
"GO:0045087","GO:0045087","innate immune response",0.00097,"ADAMTS13,ADAR,AIF1,ANG,C1QC,C4BPB,C8A,C8B,CASP1,CD47,CFB,CFH,COLEC10,CSF1,DAPK1,DDX60,DHX58,DTX3L,EIF2AK2,ENDOD1,G3BP2,GBP1,GBP4,IFI35,IFIH1,IFIT1,IFIT3,IFITM2,IFITM3,IL34,IRF7,ISG15,JAK2,LAMP1,LGALS9,LILRA5,LYN,MARCHF2,MASP1,MBL2,MEFV,MX1,MX2,NFKBIZ,NLRX1,NMI,PARP14,PARP9,PIK3AP1,RNF125,RNF135,RSAD2,RTN4,SHMT2,SIRPA,SRPK2,STAT1,STAT2,TLR6,TNFRSF14,TRIM14,TRIM21,TRIM26,TSPAN6,TYK2,VAMP3,XRCC6",67,119,37.39,67,8.18535277187245,0.773756442552323,"blue"
"GO:0006956","GO:0006956","complement activation",0.00099,"C1QC,C4BPB,C8A,C8B,CD5L,CFB,CFH,COLEC10,IL1B,MASP1,MBL2",11,15,4.71,11,3.3166247903554,0.747814446910743,"blue"
"GO:0032479","GO:0032479","regulation of type I interferon production",0.00099,"DHX58,IFIH1,IRF7,ISG15,NLRX1,NMI,RNF125,RNF135,SIRPA,STAT1,TRIM21",11,15,4.71,11,3.3166247903554,0.890186826837131,"blue"
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction",0.00102,"ADRA2B,ARRB1,ARRDC3,CASP1,CAV2,CAVIN3,CDH2,COL3A1,CSF1,CSK,CXXC5,ECM1,EIF2AK2,F7,FGF1,FZD5,FZD7,GAS6,IFI35,IGF1,IL18R1,IL1B,IL34,ITPKB,JAK2,JMJD8,KLHL22,LGALS9,LILRA5,LPAR3,LYN,MAP3K4,NMI,NRP1,NTRK2,PIK3AP1,PPARD,RELN,RTN4,SDCBP,SEMA5A,SEPTIN4,SERPINF2,SHISA5,SLC30A10,TLR6,TNFSF10,TNIK,TRADD,TRIM21,TSPAN6,UBE2V1,WLS",53,118,37.07,53,7.28010988928052,0.695383159354552,"blue"
"GO:0050870","GO:0050870","positive regulation of T cell activation",0.00105,"AIF1,CD276,CD47,CSK,IGF1,IHH,IL1B,ITPKB,JAK2,LGALS9,LYN,NFKBIZ,RARA,SIRPA,SMARCB1,SMARCD3,TNFRSF14,TYK2",18,30,9.43,18,4.24264068711929,0.643451580713011,"blue"
"GO:0007155","GO:0007155","cell adhesion",0.00122,"ACHE,ADAMTS13,ADGRE1,ADGRL1,AIF1,ALOX5,AMBP,ANGPT2,ARVCF,CD276,CD47,CDH2,CITED2,CLDN3,CLIC1,CLSTN1,COL12A1,COL14A1,COL3A1,COL5A1,COL6A1,COL6A2,CSF1,CSK,CXADR,CXCL12,DLC1,DST,ETS1,FBLN5,FREM1,FZD7,GAS6,GBP1,HSPB1,IGF1,IGFALS,IHH,IL1B,ITGA6,ITGA9,ITPKB,JAK2,JAM3,KANK1,LGALS2,LGALS3BP,LGALS9,LRRC32,LYN,MFGE8,MMP14,MYO10,MYPN,NFKBIZ,NID1,NRP1,PCDH12,PCDH18,PLG,PLXNB2,PLXND1,POSTN,PPARD,PTPRM,PXDN,RARA,RELN,RND3,ROBO4,S1PR1,SEMA5A,SERPINF2,SGCE,SIGLEC1,SIGLEC12,SIRPA,SMAD6,SMARCB1,SMARCD3,SORBS1,SPP1,SRGAP2,ST3GAL4,ST6GAL1,STAB1,STAB2,STK10,TGFBI,TLN2,TMEM8B,TNFRSF14,TNXB,TYK2,VAMP3,VSIG10,VWA2,ZAN,ZDHHC2",99,188,59.07,99,9.9498743710662,0.738196678945916,"blue"
"GO:0051093","GO:0051093","negative regulation of developmental process",0.00131,"ABCG1,AGO1,ALOX5,ANGPT2,ARPIN,AXIN2,C1QC,CITED2,COL5A1,COL5A2,CXADR,ECM1,FZD7,GAS6,GATA2,H4C1,ID2,IGF1,IHH,IL1B,ITPKB,KANK1,LRP3,LRP4,LTBP3,LYN,NGFR,NRP1,PPARD,PTPRM,RARA,RTN4,RUNX1T1,SEMA5A,SERPINF1,SLC7A10,SMAD6,SMO,SPARC,SPP1,STAB1,STAT1,SYNGAP1,TMEM176B,TNFRSF11B,VAT1,VGLL4",47,103,32.36,47,6.85565460040104,0.686576443469467,"blue"
"GO:0042742","GO:0042742","defense response to bacterium",0.00138,"ANG,AQP1,BCL3,CASP7,GBP4,IL1B,ISG15,MARCHF2,MBL2,NFKBIZ,RNASE4,RNF213,STAB1,STAB2,TLR6,TNFRSF14",16,26,8.17,16,4,0.854925854102927,"blue"
"GO:0030198","GO:0030198","extracellular matrix organization",0.00145,"ADAMTS10,ADAMTS13,AXIN2,BCL3,CAV2,COL12A1,COL14A1,COL3A1,COL5A1,COL5A2,FBLN5,FSCN1,GAS6,IHH,MATN2,MMP14,MMP15,NID1,PLG,POSTN,PRDX4,PXDN,SERPINF2,SMPD3,TGFBI,TNFRSF11B,TNXB",27,52,16.34,27,5.19615242270663,0.830372244486927,"blue"
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling",0.00151,"BCL3,BTRC,CASP1,CXXC5,ECM1,HACD3,HSPB1,IL1B,JMJD8,LGALS9,NLRX1,PRDX4,SHISA5,SIRPA,STAT1,TLR6,TNFSF10,TRADD,TRIM21,TSPAN6,UBE2V1,WLS",22,40,12.57,22,4.69041575982343,0.618563488464935,"blue"
"GO:0030595","GO:0030595","leukocyte chemotaxis",0.00156,"AIF1,ALOX5,CSF1,CXADR,CXCL12,F7,GAS6,IL1B,IL34,ITGA9,JAM3,LGALS9,LYN,PDE4B,S1PR1",15,24,7.54,15,3.87298334620742,0.866823526919183,"blue"
"GO:0031589","GO:0031589","cell-substrate adhesion",0.00176,"ADAMTS13,ANGPT2,COL3A1,CSF1,DLC1,FBLN5,FREM1,FZD7,GAS6,GBP1,ITGA6,ITGA9,JAK2,JAM3,KANK1,MMP14,NID1,NRP1,PLG,PPARD,SGCE,SIGLEC1,SMAD6,SORBS1,SRGAP2,ST6GAL1,TMEM8B,TNXB,VAMP3,VWA2",30,60,18.85,30,5.47722557505166,0.743046116622738,"blue"
