"","gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score","mod"
"GO:0050658","GO:0050658","RNA transport",0.0199,"ATXN2,NUP214,POM121,SIDT2,SMG6,TSC1,UPF1",7,18,3.01,7,-2.64575131106459,-0.303498459449143,"brown"
"GO:0010817","GO:0010817","regulation of hormone levels",0.02,"ARNT,CLOCK,FURIN,IGF1R,OSBP,SIDT2,SIN3A,TRPM4",8,22,3.68,8,-2.82842712474619,-0.374291898464946,"brown"
"GO:0006325","GO:0006325","chromatin organization",0.0213,"ASH1L,EP300,EYA3,GATAD2B,KANSL1,KDM6B,KMT2A,KMT2C,MTA1,NCOR1,NSD1,PCGF3,PHF21A,SETD5,SIN3A,SPIN1,TET3,TRRAP,UBR2,USP22",20,77,12.87,20,-4.47213595499958,-0.350006275105113,"brown"
"GO:0032101","GO:0032101","regulation of response to external stimulus",0.023,"AREL1,ASH1L,BACE1,BRD4,CLOCK,CREBBP,EP300,FURIN,IGF1R,IL1R1,NOTCH1,RNF216,RXRA,SASH1,SIN3A,WDFY1,WNK1",17,63,10.53,17,-4.12310562561766,-0.374536042126093,"brown"
"GO:0010604","GO:0010604","positive regulation of macromolecule metabolic process",0.0238,"ADAM19,AFDN,ALS2,AP3D1,ARFGEF2,ARID5B,ARNT,ASH1L,ATN1,BMPR1A,BRD4,CASZ1,CLOCK,CREBBP,EP300,ERN1,EYA3,FURIN,GATAD2B,GCN1,HIP1,HIVEP1,HMBOX1,HUWE1,ICE1,IGF1R,IL1R1,ITGA3,KANSL1,KDM6B,KMT2A,KMT2C,LARP1,LRP1,MAML2,MED12,MEF2D,MLLT6,MTA1,NCOA3,NOTCH1,NR2C2,NSD1,OSBP,POLR2A,PPP1R10,PRDM2,RC3H1,RXRA,SASH1,SCRIB,SIN3A,SPIN1,SPTBN1,SYMPK,TET3,TRRAP,UPF1,USP22,WBP1L,ZNF384,ZNF609,ZXDC",63,309,51.66,63,-7.93725393319377,-0.35749507239807,"brown"
"GO:0006405","GO:0006405","RNA export from nucleus",0.0241,"NUP214,POM121,SMG6,TSC1,UPF1",5,11,1.84,5,-2.23606797749979,-0.299814802354837,"brown"
"GO:0090305","GO:0090305","nucleic acid phosphodiester bond hydrolysis",0.0241,"DICER1,EDC4,ERN1,MARF1,SMG6",5,11,1.84,5,-2.23606797749979,-0.271656354669441,"brown"
"GO:0016571","GO:0016571","histone methylation",0.0267,"ASH1L,KANSL1,KMT2A,KMT2C,MLLT6,PRDM2",6,15,2.51,6,-2.44948974278318,-0.37561200944355,"brown"
"GO:0006479","GO:0006479","protein methylation",0.0267,"ASH1L,KANSL1,KMT2A,KMT2C,MLLT6,PRDM2",6,15,2.51,6,-2.44948974278318,-0.37561200944355,"brown"
"GO:0008213","GO:0008213","protein alkylation",0.0267,"ASH1L,KANSL1,KMT2A,KMT2C,MLLT6,PRDM2",6,15,2.51,6,-2.44948974278318,-0.37561200944355,"brown"
"GO:0018394","GO:0018394","peptidyl-lysine acetylation",0.0267,"CREBBP,EP300,KANSL1,SIN3A,TRRAP,USP22",6,15,2.51,6,-2.44948974278318,-0.347937274602686,"brown"
"GO:0051236","GO:0051236","establishment of RNA localization",0.0272,"ATXN2,NUP214,POM121,SIDT2,SMG6,TSC1,UPF1",7,19,3.18,7,-2.64575131106459,-0.303498459449143,"brown"
