"","gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score","mod"
"GO:0050878","GO:0050878","regulation of body fluid levels",0.00587,"ALOX12B,AQP3,ATP6V1B1,EXT1,FGG,HPSE,NFE2,P2RY2,PLCG2,SERPINB2,SERPIND1,SLC4A1,TEC,THBS1,TRAF3IP2,WNK4,WNT3A",17,140,8.72,17,2.182820625327,0.407613015301906,"grey"
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation",0.00629,"BIRC5,CD86,CLIP3,CRLF1,ECT2,EGR1,FAM20A,FGF1,FGF18,FYN,GPRC5B,HCLS1,IL1B,INHBB,MAGED1,MAP2K6,MARCO,PARP16,PGF,PLCG2,RAP2C,RIPK3,S1PR2,THBS1,WNK4,WNT3A,XRCC5",27,262,16.31,27,1.73205080756888,0.22373911712894,"grey"
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration",0.00632,"FGF1,FGF18,FUT1,GLIPR2,HMOX1,PLCG2,PPM1F,SPARC,THBS1",9,55,3.42,9,1.66666666666667,0.194014115646669,"grey"
"GO:0007584","GO:0007584","response to nutrient",0.00632,"AQP3,CDKN2B,HAMP,HMOX1,NFKBIZ,OXCT1,SLC6A4,SPP1,TYMS",9,55,3.42,9,0.333333333333333,0.127403196475137,"grey"
"GO:0006693","GO:0006693","prostaglandin metabolic process",0.00649,"ATP6V1B1,GSTA1,IL1B,PTGR1,TBXAS1",5,20,1.25,5,1.34164078649987,0.462424725466165,"grey"
"GO:0006760","GO:0006760","folic acid-containing compound metabolic process",0.00674,"FPGS,GCH1,SLC19A1,TYMS",4,13,0.81,4,0,0.234475286188782,"grey"
"GO:1904037","GO:1904037","positive regulation of epithelial cell apoptotic process",0.00674,"CAPN10,CD160,HMOX1,THBS1",4,13,0.81,4,-2,-0.616278560329642,"grey"
"GO:0071345","GO:0071345","cellular response to cytokine stimulus",0.00693,"CCR6,CLDN18,CNTFR,CRLF1,CTBP2,CTSK,EGR1,EXT1,FGG,GFPT2,HAMP,HCLS1,IL1B,INHBB,IRF8,KLF4,LAPTM5,MMP12,NFKBIZ,PARP16,PDE2A,PMM1,SELPLG,STAT4,STXBP2,SYNCRIP,THBS1,TNFAIP3,TNIP2,TRAF3IP2,XRCC5",31,315,19.61,31,-0.538815906080325,-0.151982172377838,"grey"
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway",0.00713,"CASP2,CTSK,INHBB,MAGED1,NOX1,RIPK3,SEPTIN4,SIAH1,THBS1",9,56,3.49,9,0.333333333333333,0.192196433345229,"grey"
"GO:0032103","GO:0032103","positive regulation of response to external stimulus",0.00795,"ADORA2B,CCR6,CD160,FGF18,FYN,GPRC5B,HEXIM1,IL1B,LAMP1,MAP2K6,MEFV,MMP12,NFKBIZ,NKG7,NLRP3,PDE2A,PGF,PLCG2,PPM1F,SMPDL3B,THBS1,TNFAIP3,TNIP2,XRCC5",24,229,14.26,24,0.408248290463863,0.0523584272176209,"grey"
"GO:0002377","GO:0002377","immunoglobulin production",0.00802,"CCR6,CD86,IGKV1D-39,IGKV2-28,IGLV4-69,NFKBIZ,POLL,TBX21,TRAF3IP2",9,57,3.55,9,2.33333333333333,0.758544425010317,"grey"
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production",0.00898,"ADORA2B,HPSE,IL1B,NOX1",4,14,0.87,4,1,0.752697978547067,"grey"
